# gunzip -c exp_learning/inside/LDA_tri3_ali/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py data/lang_test_learning 
# Started at Sat Feb 22 14:01:26 CST 2020
#
At utterance begin, SIL accounts for 91.6% of phone occurrences, with duration (median, mean, 95-percentile) is (40,44.2,95) frames.
Overall, i2_I accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (10,14.5,38) frames.
Overall, l_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (10,13.1,29) frames.
Overall, u4_E accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (20,22.9,50) frames.
Overall, nn1_E accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (17,17.0,34) frames.
Overall, h_B accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (13,16.4,41) frames.
Overall, b_B accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (11,13.8,29) frames.
Overall, zh_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (13,15.1,30) frames.
Overall, sh_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (16,18.2,35) frames.
Overall, x_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (16,17.6,36) frames.
Overall, sh_I accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (16,17.7,35) frames.
Overall, m_I accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (13,15.0,32) frames.
Overall, j_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (10,14.1,31) frames.
Overall, d_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (10,12.0,25) frames.
Overall, o3_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (11,14.9,41) frames.
Overall, ng1_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (14,18.3,49) frames.
Overall, u3_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (15,21.9,52) frames.
Overall, g_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (13,15.0,31) frames.
Overall, x_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (12,14.5,31) frames.
Overall, nn1_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (10,13.1,31) frames.
Overall, u3_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (14,18.8,47) frames.
Overall, t_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.4,21) frames.
Overall, u2_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (12,16.2,44) frames.
Overall, m_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (13,15.0,31) frames.
Overall, i3_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (20,22.9,53) frames.
Overall, nn4_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (16,17.7,35) frames.
Overall, ng4_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (18,19.5,38) frames.
Overall, z_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (12,13.4,26) frames.
Overall, e4_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (10,12.7,30) frames.
Overall, g_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (12,14.0,26) frames.
Overall, ng1_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (20,21.4,45) frames.
Overall, b_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (12,14.1,28) frames.
Overall, h_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (9,12.5,32) frames.
Overall, ng2_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (12,17.5,46) frames.
Overall, nn2_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (16,17.0,34) frames.
Overall, ch_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (14,15.7,30) frames.
Overall, yu2_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (11,16.5,43) frames.
Overall, l_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.9,24) frames.
Overall, u1_E accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (16,20.6,51) frames.
Overall, ch_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (12,14.1,30) frames.
Overall, a4_E accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (28,27.9,50) frames.
Overall, i1_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (28,31.0,64) frames.
Overall, o3_E accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (17,21.8,53) frames.
The optional-silence phone SIL occupies 35.4% of frames overall 
Limiting the stats to the 65.6% of frames not covered by an utterance-[begin/end] phone, optional-silence SIL occupies 3.4% of frames.
Assuming 100 frames per second, the alignments represent 140.1 hours of data, or 90.5 hours if SIL frames are excluded.
Utterance-internal optional-silences SIL comprise 2.3% of utterance-internal phones, with duration (median, mean, 95-percentile) = (15,26.0,80)
# Accounting: time=7 threads=1
# Ended (code 0) at Sat Feb 22 14:01:33 CST 2020, elapsed time 7 seconds
